view,ClubType,Distance,Carry,LrDistanceOut,DirectionAngle,SpinBack,SpinSide,SpinAxis,BallSpeed,0-LOWER-ANGLE,0-SHOULDER-ANGLE,0-SPINE-ANGLE,0-STANCE-RATIO,0-UPPER-TILT,1-HEAD-LOC,1-HIP-LINE,1-HIP-ROTATION,1-HIP-SHIFTED,1-LEFT-ARM-ANGLE,1-RIGHT-ARM-ANGLE,1-SHOULDER-ANGLE,1-SHOULDER-LOC,1-SPINE-ANGLE,2-HEAD-LOC,2-HIP-ANGLE,2-HIP-LINE,2-HIP-ROTATION,2-HIP-SHIFTED,2-LEFT-ARM-ANGLE,2-SHOULDER-ANGLE,2-SHOULDER-LOC,2-UPPER-TILT,3-HEAD-LOC,3-HIP-ANGLE,3-HIP-LINE,3-HIP-ROTATION,3-HIP-SHIFTED,3-LEFT-LEG-ANGLE,3-RIGHT-ARM-ANGLE,3-RIGHT-DISTANCE,3-RIGHT-LEG-ANGLE,3-SHOULDER-ANGLE,3-SHOULDER-LOC,4-HEAD-LOC,4-HIP-ANGLE,4-HIP-HANGING-BACK,4-HIP-LINE,4-HIP-ROTATION,4-HIP-SHIFTED,4-RIGHT-ARM-ANGLE,4-RIGHT-ARMPIT-ANGLE,4-SHOULDER-HANGING-BACK,4-SPINE-ANGLE,5-HEAD-LOC,5-HIP-HANGING-BACK,5-HIP-LINE,5-HIP-SHIFTED,5-LEFT-ARM-ANGLE,5-LEFT-LEG-ANGLE,5-RIGHT-ARM-ANGLE,5-SHOULDER-ANGLE,5-SHOULDER-HANGING-BACK,5-SPINE-ANGLE,6-HEAD-LOC,6-HIP-ANGLE,6-HIP-LINE,6-HIP-SHIFTED,6-LEFT-ARM-ANGLE,6-RIGHT-LEG-ANGLE,6-SHOULDER-ANGLE,6-SPINE-ANGLE,6-WEIGHT-SHIFT,7-FINISH-ANGLE,7-HIP-ANGLE,7-HIP-LINE,7-HIP-SHIFTED,7-SHOULDER-ANGLE,7-SPINE-ANGLE
FACEON,W1,205,186.6,-20,-7,1869,172,5.257995662,57,,17.45,,1.47,0.59,-0.14,,13.47,-0.63,154.16,171.89,,59.91,,-0.11,,,13.47,-0.75,146.1,,92.72,0.74,-0.35,,,13.47,-1.03,,,,180,,107.46,-0.3,,0.5,,13.47,-0.47,,50.21,0.81,,-0.14,0.2,,0.36,163.74,,156.93,30.7,0.52,,-0.02,,,0.42,171.89,158.43,,,95.46,76.34,,,0.5,,
FACEON,I6,141.7,131.6,-0.7,-1.8,4877,255,2.99305543,47.2,,12.09,,1.13,0.66,0.24,,4.11,-0.54,171.89,158.43,,26.01,,-0.03,,,4.43,-0.68,180,,40.88,0.84,-0.31,,,9.39,-0.83,,,,180,,85.23,0.2,,0.23,,3.7,0.03,,37.81,0.19,,0.19,0.15,,0.33,155.51,,137.73,11.74,0.12,,0.29,,,0.56,161.81,171.89,,,98.47,85.8,,,0.63,,
FACEON,W1,134.9,112.2,-3.6,0.9,2346,-518,-12.45120625,44.8,,12,,1.32,0.58,0.04,,15.05,-0.2,160.05,180,,29.68,,0.49,,,169.62,-0.16,57.32,,7.48,0.71,-0.7,,,15.05,-0.55,,,,180,,48.02,-0.42,,0.44,,15.05,-0.39,,78.46,0.44,,-0.32,0.26,,0.08,140.35,,124.75,11.94,0.3,,0.22,,,0.29,129.79,171.89,,,89.51,90,,,0.75,,
FACEON,W1,190.6,172,-1.9,4.4,1588,-641,-21.9815843,55.9,,19.19,,1.7,0.52,-0.01,,12.63,-0.23,171.89,146.1,,57.1,,0.34,,,18.28,-0.38,155.51,,27.51,0.66,-0.01,,,18.28,-0.43,,,,171.89,,54.4,0.06,,0,,161.72,0.27,,16.26,0,,0.26,0.24,,0.51,171.89,,155.51,20.48,0.34,,0.03,,,0.64,163.74,168.52,,,93.01,58.51,,,0.81,,
FACEON,I7,120.5,109.8,-5.8,-1.3,4570,-239,-2.993704047,41.6,,6.75,,1.16,0.62,0.06,,18.28,-0.31,180,158.43,,23.49,,-0.1,,,24.1,-0.44,165.93,,32.21,0.75,-0.01,,,23.23,-0.24,,,,171.89,,29.91,0.24,,0.19,,18.3,0.25,,39.65,0.13,,-0.15,0.22,,0.3,151.64,,171.89,12.81,0.16,,-0.29,,,0.46,180,161.81,,,96,85.96,,,0.68,,
FACEON,I7,128.4,119.8,-9.1,-2.9,6058,-158,-1.494004846,45.2,,11.74,,1.16,0.67,0.03,,3.95,-0.13,165.93,156.93,,20.54,,-0.02,,,8.23,-0.14,168.52,,34.55,0.79,-0.08,,,8.2,-0.24,,,,180,,31.02,0.2,,0.13,,7.58,0.27,,46.37,0.1,,0.13,0,,0.68,151.64,,158.43,22.29,0,,0.31,,,0.8,180,149.32,,,0,88.62,,,1.01,,
FACEON,I9,124.4,115.6,-4.2,0.4,5669,-446,-4.498393095,43.8,,11.9,,1.12,0.71,-0.52,,12.26,-0.66,171.89,142.19,,37.82,,-0.52,,,12.44,-0.71,168.52,,39.31,0.88,-0.17,,,16.45,-0.55,,,,168.52,,42.9,-0.03,,0.14,,8.18,0.2,,31.79,0.11,,-0.01,0.07,,0.51,154.16,,180,15.68,0.07,,-0.1,,,0.77,171.89,151.64,,,0,87.23,,,0.52,,
FACEON,W1,188.3,164.5,-3.9,6.9,1556,-1260,-38.99946724,58.4,,5.17,,1.36,0.61,-0.21,,8.08,-0.19,171.89,165.93,,32.29,,-0.29,,,8.08,-0.3,180,,51.41,0.67,-0.17,,,13.37,-0.2,,,,165.93,,48.46,0.07,,0.26,,12.69,0.23,,24.49,0.32,,-0.13,0.12,,0.49,146.1,,92.29,8.05,0.15,,-0.27,,,0.45,171.89,154.16,,,94.52,87.32,,,0.78,,
FACEON,I6,127.8,111.7,-0.9,0.9,3134,-164,-2.995515288,43.3,,9.37,,1.04,0.67,-0.08,,7.77,0.02,171.89,161.81,,18.29,,-0.14,,,8.47,0.02,160.05,,15.94,0.74,-0.43,,,14.25,-0.07,,,,180,,41.58,-0.34,,0.15,,4.02,0.17,,23.07,0.22,,-0.28,0.03,,0.5,135.23,,141.26,13.99,0.1,,-0.18,,,0.67,99.21,165.93,,,98.54,90,,,1.35,,
FACEON,W1,156.8,137.8,15.4,1.6,3075,702,12.85982266,47.6,,16.87,,1.81,0.64,-0.02,,4.86,-0.27,135.23,143.13,,44.52,,-0.33,,,5.19,-0.48,149.32,,57.19,0.82,-0.45,,,0,-0.63,,,,180,,58.87,-0.36,,0.46,,0,-0.4,,30.68,0.51,,-0.7,0.23,,0.1,180,,136.05,35.3,0.43,,-0.78,,,0.05,180,161.81,,,87.53,71.12,,,-0.18,,
FACEON,I7,124,116.3,2,-1.1,6265,328,2.996947079,44.2,,9.81,,1.13,0.58,-0.16,,4.16,-0.54,165.93,151.64,,24.07,,-0.46,,,4.83,-0.78,155.51,,49.84,0.82,0.22,,,13.94,-0.91,,,,161.81,,80.54,-0.16,,0.35,,3.84,-0.23,,32.86,0.23,,0.05,0.15,,0.47,155.51,,165.93,13.99,0.15,,-0.17,,,0.67,165.93,150.46,,,98.48,87.1,,,0.72,,
FACEON,W1,202.6,186.8,28,11.1,1728,-352,-11.51383118,58.6,,5.33,,1.09,0.75,-0.02,,4.92,-0.58,135.23,105.07,,-61.04,,0.14,,,4.71,-0.87,86.56,,-78.08,0.8,0.23,,,0,-0.47,,,,168.52,,-72.29,0.42,,0.18,,0,0.26,,47.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,
FACEON,I7,138.6,129,-0.6,-0.7,5565,97,0.998585422,47.2,,0,,0.76,0.96,14.56,,24.23,23.39,168.52,163.74,,39.37,,14.97,,,31.64,22.45,152.87,,66.77,0.82,0.16,,,1.03,-4,,,,103.89,,513.11,0.12,,4.23,,2.4,-4.13,,14.07,5.11,,0.12,4.47,,-4.06,98.05,,92.87,0,5.47,,0.14,,,-4.03,98.63,104.48,,,26.77,17.12,,,-3.97,,
FACEON,W1,164.4,143.4,28.6,3.7,2583,1334,27.31426097,50.8,,12.04,,1.74,0.54,-0.04,,8.97,-0.27,168.52,134.43,,39.39,,-0.33,,,14.75,-0.49,146.1,,54.48,0.81,-0.59,,,8.97,-0.71,,,,171.89,,60.38,-0.36,,0.47,,13.69,-0.44,,21.57,0.47,,-0.72,0.26,,0.13,171.89,,151.64,31.25,0.43,,-1.02,,,0.26,144.1,146.1,,,88.78,69.73,,,-0.15,,
FACEON,W1,207.1,183.1,11.1,1.5,1285,146,6.482073243,61.2,,12.89,,1.41,0.7,-0.1,,0.21,-0.27,171.89,147.14,,45.18,,-0.29,,,1,-0.4,155.51,,61.21,0.79,-0.44,,,3.91,-0.37,,,,180,,74.03,-0.2,,0.31,,3.91,-0.06,,42.27,0.41,,-0.24,0.12,,0.35,120,,139.46,18.51,0.27,,-0.32,,,0.6,165.93,155.51,,,95.44,85.8,,,0.65,,
FACEON,W1,147.5,123.9,-5.9,0,2150,-492,-12.88947275,48.1,,14.84,,1.94,0.59,-0.27,,13.12,-0.3,165.93,136.05,,44.37,,-0.54,,,13.12,-0.44,151.64,,63.99,0.89,-0.93,,,18.69,-0.62,,,,180,,62.81,-0.59,,0.4,,8.72,-0.31,,25.84,0.51,,-0.75,0.19,,0.16,171.89,,152.87,30.58,0.36,,-0.86,,,0.22,137.73,161.81,,,90.12,69.73,,,-0.09,,
FACEON,W1,134.5,114.7,-9.3,1.8,1918,-1069,-29.13317127,41.8,,8.28,,1.33,0.59,0.03,,4.16,-0.19,161.81,154.16,,40.55,,-0.14,,,175.58,-0.13,106.86,,0,0.68,-0.59,,,0.6,-0.34,,,,180,,51.63,-0.45,,0.38,,4.16,-0.19,,55.25,0.59,,-0.28,0.34,,-0.13,158.43,,131.3,13.63,0.34,,0.15,,,-0.28,8.11,161.81,,,87.92,90,,,0.66,,
FACEON,W3,199.5,183.4,-0.3,-4.2,3489,459,7.494583239,59.1,,12.8,,1.36,0.68,-0.04,,12.06,-0.5,171.89,148.21,,43.39,,-0.21,,,12.44,-0.72,160.05,,50,0.82,-0.13,,,17.14,-0.7,,,,165.93,,51.62,0.02,,0.4,,11.93,-0.21,,23.07,0.47,,0.26,0.19,,0.34,155.51,,165.93,10.17,0.19,,-0.03,,,0.59,47.93,150.46,,,95.5,90,,,0.52,,
FACEON,W1,165.3,133.9,-20.7,-0.1,358,-1019,-70.64235851,59.9,,7.13,,1.38,0.82,0.04,,4.97,-0.68,180,115.47,,-59.74,,-0.15,,,0,-0.79,120.66,,-49.38,0.88,-0.01,,,0,-0.66,,,,171.89,,-67.11,0.15,,0.28,,0,-0.13,,60.66,0,,0.16,0.43,,0.18,180,,137.73,0,0,,-0.3,,,-0.53,150.46,171.89,,,82.94,,,,,,
FACEON,I7,164.3,155.6,-12.7,0.4,6161,-865,-7.992046779,54.5,,12.2,,1.09,0.58,-0.08,,12.93,-0.12,180,143.13,,42.47,,-0.26,,,9.09,-0.16,160.05,,60.22,0.71,-0.48,,,8.68,-0.08,,,,168.52,,83.99,-0.38,,0.16,,3.98,0.36,,67.67,0.35,,-0.61,0.04,,0.81,168.52,,165.93,23.63,0.22,,-0.72,,,1.18,168.52,128.32,,,95.88,84.55,,,1.22,,
FACEON,W1,173.5,150.5,-10.2,-2,2313,-267,-6.584765301,52.6,,13.69,,1.79,0.62,0,,9.34,-0.43,165.93,154.16,,44.17,,-0.29,,,10.87,-0.52,152.87,,58.97,0.79,-0.6,,,4.53,-0.71,,,,171.89,,61.59,-0.26,,0.46,,4.53,-0.41,,47.16,0.54,,-0.47,0.27,,-0.07,171.89,,150.46,29.29,0.41,,-0.53,,,-0.14,94.59,160.05,,,84.32,70.16,,,-0.17,,
FACEON,I7,174.4,147.1,0,-3.7,2791,244,4.996315352,50.6,,9.61,,1.42,0.78,0.09,,7.21,-0.24,180,156.93,,18.38,,-0.04,,,7.48,-0.36,165.93,,30.51,0.78,-0.18,,,8.3,-0.4,,,,171.89,,35.95,0.24,,0.28,,7.57,-0.04,,62.61,0.19,,0.27,0.06,,0.59,168.52,,143.13,14.63,0.03,,0.22,,,0.69,180,155.51,,,97.1,90,,,0.86,,
FACEON,I9,130.3,121,-2,2,5981,-734,-6.996466073,45.6,,5.43,,0.81,0.57,-0.23,,4.81,0.19,58.67,160.05,,5.92,,-0.47,,,5.25,0.36,47.16,,36.76,0.67,-0.77,,,7.13,0.48,,,,180,,57.89,-5.51,,3.25,,0,-7.48,,24.49,0.75,,-0.24,0,,0.55,160.05,,152.87,14.04,0,,-0.28,,,0.96,126.87,163.74,,,98.7,83.63,,,1.32,,
FACEON,I9,123.7,114,2,1,5887,-51,-0.496349865,43.8,,5.57,,1.1,0.53,-0.4,,0,-0.02,94.59,158.43,,4.69,,-0.48,,,0,-0.14,77.29,,18.97,0.61,-0.98,,,5.36,0.04,,,,180,,28.22,-7.66,,inf,,0,-8.3,,11.48,inf,,-0.3,0.05,,0.13,151.64,,168.52,5.96,0,,-0.52,,,-0.07,160.05,163.74,,,93.46,77.6,,,-8.3,,
FACEON,I7,134.9,124.5,7.6,-0.1,4521,635,7.995213834,45.2,,13.52,,1.12,0.63,-0.09,,7.17,-0.48,180,152.87,,30.98,,-0.34,,,12.27,-0.7,155.51,,38.08,0.73,-0.49,,,18.51,-0.73,,,,163.74,,51.64,-0.16,,0.39,,11.19,-0.35,,18.19,0.32,,-0.08,0.21,,0.27,163.74,,163.74,13.48,0.17,,0.24,,,0.47,165.93,156.93,,,97.28,83.55,,,0.76,,
FACEON,I5,157,144.1,-2,1.8,4042,-318,-4.498417946,49.3,,11.31,,1.36,0.73,-0.23,,7.15,-0.15,163.74,160.05,,37.25,,-0.32,,,3.31,-0.18,165.93,,37.97,0.84,-0.39,,,3.31,-0.21,,,,180,,90.78,-0.14,,0.17,,3.31,0.28,,90.57,0.2,,-0.3,0.03,,0.72,148.21,,144.1,30.96,0.23,,-0.32,,,0.77,165.93,158.43,,,98.64,87.33,,,0.65,,
FACEON,I5,144.8,123.9,0.6,1.8,2066,-253,-6.981615019,48.8,,8.28,,1.11,0.7,-0.45,,7.54,-0.16,163.74,147.14,,35.55,,-0.94,,,3.62,-0.2,165.93,,59.09,0.94,-0.37,,,3.62,-0.24,,,,168.52,,93.54,-0.87,,0.33,,6.88,-0.08,,70.73,0.49,,-0.78,0.1,,0.47,129.79,,171.89,22.16,0.28,,-1.26,,,0.56,151.64,165.93,,,95.92,87.24,,,1.08,,
FACEON,I7,139.9,126.3,9.4,0.8,3539,497,7.994061978,45.2,,6.41,,1.41,0.8,-0.23,,3.88,-0.37,163.74,163.74,,22.75,,-0.66,,,0,-0.49,160.05,,67.73,0.8,-0.68,,,0,-0.47,,,,180,,71.16,-0.29,,0.23,,3.41,-0.15,,81.95,0.16,,-0.1,0.03,,0.39,150.46,,168.52,14.4,0.03,,0.06,,,0.56,29.54,143.13,,,98.59,88.66,,,0.57,,
FACEON,W1,198.7,182.5,-4.8,4.5,2611,-748,-15.98596338,57.3,,12.37,,1.65,0.61,-0.07,,0,-0.14,171.89,158.43,,46.2,,0.3,,,9.46,-0.21,160.05,,63.27,0.75,0,,,0,-0.4,,,,171.89,,44.78,0.16,,0,,180,0.33,,73.74,0,,0,0.21,,0.29,145.08,,109.88,24.54,0.32,,0.09,,,0.55,180,180,,,93.4,72.34,,,0.72,,
FACEON,W1,223.3,208.7,3.6,-3.1,3005,449,8.498130134,63,,15.35,,1.41,0.63,-0.03,,3.89,-0.55,171.89,180,,46.6,,-0.08,,,9.13,-0.63,168.52,,56.57,0.71,-0.17,,,9.72,-0.53,,,,151.64,,54.93,0.42,,0.28,,3.89,0.09,,29.54,0.38,,0.53,0.18,,0.35,158.43,,139.46,13.32,0.24,,0.49,,,0.35,43.95,151.64,,,89.88,90,,,0.56,,
FACEON,W1,155.2,120.1,-14,2,499,-1235,-67.9988988,60.5,,15.52,,1.15,0.79,-0.15,,2.1,-0.52,99.79,85.99,,-88.89,,-0.43,,,0.23,-0.52,74.34,,-100,0.74,0.01,,,7.35,-0.68,,,,180,,-79.75,0.4,,0.13,,7.35,-0.19,,50.95,0,,-0.07,0.26,,-0.32,168.52,,163.74,0,0,,,,,,,,,,,,,,,,
FACEON,I5,157.9,143.5,2.1,2.2,3515,-153,-2.492382413,49.2,,4.73,,1.13,0.61,-0.24,,3.77,-0.15,165.93,137.73,,30.79,,-0.46,,,3.77,-0.18,180,,47.94,0.72,-0.09,,,3.77,-0.16,,,,180,,92.53,-0.41,,0.21,,7.73,0.15,,50.95,0.25,,-0.59,0.03,,0.62,138.59,,148.21,26.47,0.21,,-0.5,,,0.71,168.52,158.43,,,98.63,88.71,,,0.97,,
FACEON,W1,207.7,185.3,-7,2.6,1481,-452,-16.97214672,60.5,,15.13,,1.4,0.68,0.01,,3.62,-0.13,171.89,145.08,,38.75,,-0.04,,,0.61,-0.17,180,,43.67,0.76,-0.19,,,8.16,-0.22,,,,180,,52.98,-0.03,,0.25,,0.27,0.1,,36.87,0.28,,-0.3,0.09,,0.51,158.43,,158.43,27.61,0.24,,-0.3,,,0.63,180,161.81,,,97.2,77.57,,,0.78,,
FACEON,I7,123.9,114.4,-1.3,-0.6,5797,0,0,43.7,,7.91,,1.1,0.88,-0.18,,3.39,-0.21,171.89,143.13,,24.92,,-0.26,,,7.82,-0.3,163.74,,42.09,1.04,-0.4,,,4.4,-0.35,,,,180,,64.52,-0.23,,0.26,,3.81,-0.07,,50.21,0.19,,-0.29,0.16,,0.2,149.32,,154.16,13.61,0.09,,-0.02,,,0.61,158.43,148.21,,,96.89,85.84,,,0.94,,
FACEON,W1,234.2,218.7,-4.5,-4.9,1914,424,12.49076692,64.3,,15.35,,1.5,0.56,-0.08,,11.23,-0.52,171.89,149.32,,59.42,,-0.18,,,11.23,-0.63,163.74,,66.67,0.79,-0.19,,,11.23,-0.68,,,,155.51,,65.61,0.3,,0.34,,11.23,-0.04,,16.26,0.49,,0.61,0.33,,0.04,168.52,,158.43,10.47,0.28,,0.1,,,0.14,171.89,136.89,,,83.69,75.93,,,-0.07,,
FACEON,W3,200.2,183.6,-1.7,-2.7,3146,275,4.995674242,58.6,,12.88,,1.27,0.68,-0.34,,15.34,-0.67,171.89,150.46,,48.41,,-0.63,,,16.82,-0.83,160.05,,66.56,0.79,-0.42,,,21.38,-0.65,,,,168.52,,61.99,-0.03,,0.39,,14.9,-0.24,,25.84,0.49,,0.28,0.15,,0.51,161.81,,154.16,9.54,0.15,,0.12,,,0.73,171.89,155.51,,,95.53,87.43,,,0.64,,
FACEON,I8,132.8,124.7,-11.3,-2.6,6167,-377,-3.498242467,46.4,,9.53,,1.08,0.68,-0.14,,3.77,-0.57,180,151.64,,29.67,,-0.27,,,4.19,-0.68,168.52,,34.67,0.85,-0.49,,,9.53,-0.78,,,,171.89,,55.66,-0.02,,0.27,,0,-0.03,,36.87,0.15,,-0.12,0.19,,0.26,149.32,,156.93,10.94,0.07,,0,,,0.54,168.52,171.89,,,98.39,81.81,,,0.92,,
FACEON,I7,152.4,143.4,-6.3,1.5,4975,-699,-7.997846821,50.4,,6.88,,1.2,0.66,-0.49,,8.84,-0.55,171.89,150.46,,36.86,,-0.59,,,9.61,-0.63,180,,51.75,0.86,-0.78,,,10.65,-0.61,,,,163.74,,51.95,-0.39,,0.24,,8.18,0.08,,60,0.38,,-0.08,0.13,,0.47,155.51,,163.74,12.89,0.07,,-0.15,,,0.77,180,161.81,,,0,88.68,,,0.72,,
FACEON,W1,158.9,143.8,41.9,6.8,3500,1659,25.36095178,49.2,,13.87,,1.75,0.65,-0.3,,4.12,-0.32,161.81,142.19,,39.86,,-0.56,,,4.12,-0.46,151.64,,56.03,0.83,-0.7,,,4.12,-0.59,,,,171.89,,58.63,-0.42,,0.33,,4.12,-0.24,,21.57,0.4,,-0.73,0.2,,0.18,171.89,,144.1,35.49,0.4,,-0.91,,,0.31,152.87,155.51,,,90.23,69.63,,,-0.1,,
FACEON,W1,188.1,164.4,0.5,-2.8,1605,319,11.24126547,57.4,,7.83,,1.27,0.71,-0.61,,0,-0.34,165.93,154.16,,41.23,,-0.83,,,0,-0.16,165.93,,60.13,0.76,-0.88,,,0,-0.05,,,,180,,62.14,-0.67,,0.19,,4.06,0.24,,29.54,0.36,,-0.73,0.07,,0.62,133.63,,144.1,24.17,0.3,,-0.75,,,0.79,171.89,161.81,,,0,87.37,,,0.86,,
FACEON,W1,183.1,162,4.2,-0.6,2811,325,6.595096358,53.4,,17.51,,1.79,0.63,-0.22,,8.37,-0.33,119.34,141.26,,42.42,,-0.43,,,13.56,-0.41,168.52,,58.97,0.81,-0.77,,,8.37,-0.65,,,,180,,64.54,-0.51,,0.4,,8.37,-0.35,,31.79,0.47,,-0.7,0.24,,0,171.89,,155.51,29.4,0.41,,-0.88,,,0.15,151.64,152.87,,,90.37,71.15,,,-0.12,,
FACEON,W1,209.1,194.8,0.6,-1.2,2876,150,2.985600401,59.4,,15.32,,2.06,0.53,-0.01,,17.07,-0.24,71.34,129.79,,48.77,,-0.08,,,162.93,-0.39,104.48,,16.09,0.73,-0.58,,,22.97,-0.43,,,,180,,52.44,-0.05,,0.3,,21.29,0.07,,96.89,0.49,,0.32,0.22,,0.48,180,,160.05,27.93,0.3,,0,,,0.61,180,171.89,,,91.79,72.02,,,0.76,,
FACEON,W1,229.5,213,2,0,1921,33,0.984161774,63.1,,11.38,,1.45,0.69,-0.01,,0.67,-0.19,88.85,146.1,,29.61,,-0.17,,,4.28,-0.12,81.37,,57.08,0.68,-0.36,,,4.28,-0.5,,,,180,,47.95,-0.16,,0.44,,0.25,-0.36,,19.95,0.44,,-0.28,0.27,,-0.03,180,,55.25,5.22,0.31,,,,,,,,,,,,,,,,
FACEON,I7,146.7,135,3,1,4539,-118,-1.489178124,47.7,,5.86,,1.05,0.62,-0.39,,9.65,0.02,161.81,163.74,,10.2,,-0.56,,,4.54,0,151.64,,20,0.69,-0.66,,,1.01,-0.17,,,,180,,40,-0.7,,0.16,,4.54,0.11,,35.9,0.21,,-0.13,0,,0.67,161.81,,142.19,19.21,0,,-0.04,,,0.8,154.16,168.52,,,95.14,75.22,,,-7.18,,
FACEON,W1,232.2,212.3,-0.5,3.7,1647,-410,-13.97893133,64.8,,10.23,,1.37,0.59,-1.3,,11.53,-0.82,168.52,14.07,,48.46,,-1.29,,,11.53,-0.94,180,,67.68,0.81,-0.86,,,16.87,-0.66,,,,160.05,,50,-0.45,,0.19,,7.96,0.13,,19.95,0.26,,-0.11,0.07,,0.54,144.1,,72.54,16.62,0.17,,-0.2,,,0.54,154.16,160.05,,,95.73,87.27,,,0.53,,
FACEON,W1,220.3,203,5.8,2.2,2963,-77,-1.488620414,62.5,,13.43,,1.39,0.66,-0.3,,12.53,-0.61,180,150.46,,51.8,,-0.46,,,12.44,-0.66,168.52,,67.78,0.81,-0.03,,,12.49,-0.43,,,,150.46,,53.31,-0.02,,0.27,,7.52,0.11,,35.9,0.27,,0.46,0.06,,0.66,180,,161.81,12.79,0.13,,0.36,,,0.63,163.74,146.1,,,95.61,87.31,,,0.69,,
FACEON,W1,167,139.6,3.6,1.9,1830,-158,-4.934611499,56.8,,15.9,,1.72,0.55,-0.12,,9.27,-0.38,161.81,161.81,,47.31,,-0.41,,,4.36,-0.48,156.93,,60.22,0.84,-0.74,,,4.36,-0.61,,,,171.89,,64.58,-0.51,,0.43,,4.36,-0.32,,23.07,0.57,,-0.67,0.28,,-0.05,163.74,,136.05,23.79,0.44,,-0.43,,,0.15,113.58,171.89,,,91.57,81.22,,,0.61,,
FACEON,W1,161.6,142,-51.6,-12.1,2106,-1192,-29.50994349,51.9,,16.66,,1.4,0.66,-0.08,,4.46,-0.83,151.64,168.52,,74.88,,-0.23,,,0.84,-0.84,139.46,,92.92,0.75,-0.24,,,3.17,-0.99,,,,171.89,,122.22,-0.36,,0.5,,13.04,-0.52,,35.9,0.81,,-0.21,0.25,,0.2,155.51,,163.74,33.98,0.46,,-0.03,,,0.45,161.81,161.81,,,95.86,78.18,,,0.67,,
FACEON,I7,120.2,112,1.1,-1.3,6754,294,2.492498039,43.6,,4.35,,1.23,0.76,-0.31,,10.97,-0.35,163.74,180,,25.76,,-0.62,,,7.04,-0.45,161.81,,64.98,0.78,-0.74,,,11.84,-0.43,,,,180,,67.58,-0.29,,0.19,,7.04,0.11,,100.37,0.12,,0.04,0.03,,0.64,152.87,,146.1,9.03,0,,0.19,,,0.88,58.67,148.21,,,98.68,87.63,,,0.78,,
FACEON,I8,137,128,0.9,3.1,5390,-471,-4.994051252,47,,13.66,,1.2,0.63,-0.65,,8.18,-0.66,163.74,141.26,,51.66,,-0.74,,,8.65,-0.8,161.81,,61.27,0.79,-0.69,,,12.97,-0.62,,,,152.87,,63.28,-0.28,,0.26,,3.96,0.04,,8.11,0.39,,0.03,0.17,,0.46,161.81,,156.93,16.27,0.21,,0.14,,,0.82,163.74,151.64,,,97.08,90,,,0.7,,
FACEON,I9,131.6,122,-6,2,5299,-1670,-17.49244375,46,,5.12,,0.91,0.6,-0.1,,0.16,0.07,161.81,180,,8.96,,-0.22,,,4.02,0.18,156.93,,23.57,0.69,-0.51,,,4.02,0.04,,,,180,,71.33,-0.23,,0.05,,0.55,0.35,,36.87,0.19,,-0.45,0,,0.56,152.87,,161.81,21.8,0.14,,-0.54,,,0.68,163.74,165.93,,,97.01,83.64,,,0.96,,
FACEON,W1,128.9,113.4,26.2,6,3490,1072,17.07503759,41.6,,8.75,,1.75,0.63,-0.1,,0,-0.28,165.93,151.64,,35.4,,-0.35,,,5.77,-0.39,148.21,,48.51,0.76,-0.69,,,0,-0.53,,,,171.89,,57.58,-0.4,,0.39,,4.36,-0.27,,33.9,0.39,,-0.8,0.2,,0.11,171.89,,147.14,22.17,0.34,,-0.97,,,0.29,152.87,161.81,,,91.53,71.66,,,-0.01,,
FACEON,W1,140.5,121.7,45.2,10.7,2516,1705,34.12403894,44.4,,12.04,,1.8,0.64,-0.25,,3.58,-0.34,165.93,140.35,,44.12,,-0.46,,,3.58,-0.49,152.87,,58.7,0.86,-0.72,,,3.58,-0.6,,,,171.89,,61.9,-0.44,,0.45,,3.58,-0.43,,21.57,0.55,,-0.68,0.18,,0.09,180,,144.1,29.4,0.41,,-0.69,,,0.09,163.74,163.74,,,89.87,68.65,,,-0.19,,
FACEON,W1,154.4,140,44,9.5,3550,1318,20.36833023,47.9,,11.89,,1.88,0.65,-0.17,,4.81,-0.23,171.89,143.13,,41.96,,-0.46,,,5.14,-0.39,150.46,,56.94,0.8,-0.34,,,0,-0.65,,,,171.89,,65.62,-0.56,,0.47,,5.25,-0.43,,18.19,0.56,,-0.8,0.23,,0.03,180,,158.43,31.84,0.43,,-1.1,,,0.19,168.52,155.51,,,89.94,72.33,,,-0.1,,
FACEON,W1,141.3,119.8,51.3,13.2,2180,2399,47.7382008,49.7,,8.58,,1.6,0.62,-0.14,,9.2,-0.32,156.93,142.19,,37.74,,-0.38,,,9.47,-0.4,142.19,,56.44,0.78,-0.7,,,4.44,-0.56,,,,171.89,,61.6,-0.45,,0.42,,4.44,-0.34,,43.95,0.48,,-0.57,0.18,,-0.02,155.51,,180,17.61,0.3,,-0.57,,,0.32,168.52,171.89,,,95.66,86.39,,,0.78,,
FACEON,W1,218.6,199.2,11.5,2.4,2056,35,0.975271694,61.6,,13.31,,1.47,0.71,-0.07,,7.83,-0.2,171.89,150.46,,40.62,,-0.17,,,7.83,-0.2,168.52,,49.85,0.8,-0.2,,,7.83,-0.24,,,,180,,50.15,0.04,,0.25,,7.83,0.07,,36.87,0.31,,-0.08,0.09,,0.45,160.05,,163.74,19.33,0.21,,-0.22,,,0.53,171.89,161.81,,,95.67,76.53,,,0.65,,
