view,ClubType,Distance,Carry,LrDistanceOut,DirectionAngle,SpinBack,SpinSide,SpinAxis,BallSpeed,0-LOWER-ANGLE,0-SHOULDER-ANGLE,0-SPINE-ANGLE,0-STANCE-RATIO,0-UPPER-TILT,1-HEAD-LOC,1-HIP-LINE,1-HIP-ROTATION,1-HIP-SHIFTED,1-LEFT-ARM-ANGLE,1-RIGHT-ARM-ANGLE,1-SHOULDER-ANGLE,1-SHOULDER-LOC,1-SPINE-ANGLE,2-HEAD-LOC,2-HIP-ANGLE,2-HIP-LINE,2-HIP-ROTATION,2-HIP-SHIFTED,2-LEFT-ARM-ANGLE,2-SHOULDER-ANGLE,2-SHOULDER-LOC,2-UPPER-TILT,3-HEAD-LOC,3-HIP-ANGLE,3-HIP-LINE,3-HIP-ROTATION,3-HIP-SHIFTED,3-LEFT-LEG-ANGLE,3-RIGHT-ARM-ANGLE,3-RIGHT-DISTANCE,3-RIGHT-LEG-ANGLE,3-SHOULDER-ANGLE,3-SHOULDER-LOC,4-HEAD-LOC,4-HIP-ANGLE,4-HIP-HANGING-BACK,4-HIP-LINE,4-HIP-ROTATION,4-HIP-SHIFTED,4-RIGHT-ARM-ANGLE,4-RIGHT-ARMPIT-ANGLE,4-SHOULDER-HANGING-BACK,4-SPINE-ANGLE,5-HEAD-LOC,5-HIP-HANGING-BACK,5-HIP-LINE,5-HIP-SHIFTED,5-LEFT-ARM-ANGLE,5-LEFT-LEG-ANGLE,5-RIGHT-ARM-ANGLE,5-SHOULDER-ANGLE,5-SHOULDER-HANGING-BACK,5-SPINE-ANGLE,6-HEAD-LOC,6-HIP-ANGLE,6-HIP-LINE,6-HIP-SHIFTED,6-LEFT-ARM-ANGLE,6-RIGHT-LEG-ANGLE,6-SHOULDER-ANGLE,6-SPINE-ANGLE,6-WEIGHT-SHIFT,7-FINISH-ANGLE,7-HIP-ANGLE,7-HIP-LINE,7-HIP-SHIFTED,7-SHOULDER-ANGLE,7-SPINE-ANGLE
DTL,W1,174.5,154.4,-18.1,-5.9,2074,0,0,53,,,81.96,,,,,,,,110.49,22.28,,82.02,,10.72,,,,,21.8,,,,6.61,-0.01,,,156.93,87.13,0.61,180,14.78,,,5.71,,0.3,,,70.12,,,86.37,,,0.49,,,165.93,,51.17,,87.08,,15.6,0.55,,,,37.87,88.97,,,5.77,0.7,,19.44,84.17
DTL,W1,146.7,125.9,-43,-12.9,1854,-661,-19.62249456,50,,,81.14,,,,-0.05,,,,126.16,28.01,,82.16,,6.82,0.04,,,,19.63,,,,6.14,0.17,,,155.51,72.54,0.67,180,18.68,,,11.32,,0.51,,,82.53,,,83.62,,,0.55,,,160.05,,63.43,,84.47,,22.29,0.55,,,,33.5,81.5,,,11.32,0.96,,26.28,80.77
DTL,W3,199.5,183.4,-0.3,-4.2,3489,459,7.494583239,59.1,160.05,,69.17,,,,-0.09,,,165.93,126.16,27.95,,67.7,,4.86,-0.04,,,,26.8,,,,16.96,0.01,,,151.64,61.97,0.66,171.89,21.34,,,12.33,,0.2,,,32.86,,,75.3,,,0.04,,,180,,21.97,,74.4,,9.88,0.24,,,,25.24,82.09,,,0,0.63,,7.16,86.27
DTL,I7,145.1,136.5,2.7,1.5,5885,-51,-0.49651854,49.3,148.21,,71.69,,,,0.03,,,,,26.68,,70.48,,11.9,0.09,,,,25.59,,,,8.5,0.15,,,135.23,73.74,0.61,147.14,22.21,,,5.43,,0.26,,,28.36,,,67.33,,,0.24,,,180,,66.39,,73.38,,15.6,0.24,,,,50.54,70.48,,,10.44,0.44,,29.74,75.57
DTL,W1,213.6,201.4,4.4,0.7,3065,53,0.990660261,59.1,165.93,,80.28,,,,,,,171.89,129.05,21.13,,80.26,,9.59,-0.16,,,,16.49,,,,5.48,0.06,,,140.35,71.94,0.69,163.74,14.18,,,5.92,,0.41,,,70.12,,,89.22,,,0.49,,,171.89,,0,,89.52,,12.79,0.08,,,,45,77.54,,,14.61,0.36,,20.21,73.31
DTL,W1,185.9,161.2,-32.5,-5.2,1895,-1137,-30.96375653,58.4,168.52,,73.72,,,,0.12,,,180,123.37,22.54,,75.14,,17.07,0.09,,,,20.75,,,,6.34,0.11,,,158.43,60,0.61,180,15.95,,,13.43,,0.14,,,18.19,,,74.8,,,,,,,,,,,,,,,,,,,,,,,,,
DTL,W3,223.4,203.4,5.2,-2.5,2353,414,9.978806093,63.4,156.93,,70.48,,,,-0.09,,,168.52,144.1,25.17,,70.17,,10.59,-0.01,,,,26.68,,,,5.26,0.13,,,151.64,81.95,0.67,180,11.84,,,7.19,,0.22,,,68.28,,,69.64,,,0.1,,,171.89,,22.54,,77.96,,14.17,0.27,,,,26.69,77.27,,,5.48,0.76,,4.91,89.47
DTL,I7,157.8,145,6,1,3820,66,0.989828597,49.3,160.05,,62.24,,,,0.06,,,161.81,135.23,34.38,,63.27,,0,0.1,,,,,,,,23.69,0.2,,,160.05,95.16,0.44,180,33.55,,,6.62,,0.11,,,48.7,,,65.6,,,0.09,,,163.74,,40.79,,64.04,,20,0.19,,,,61.62,64.6,,,6.34,0.34,,15.26,88.02
DTL,W1,211.3,195.3,-0.7,-3.5,2560,358,7.960829836,59.7,154.16,,68.91,,,,0.07,,,180,129.05,20.66,,76.22,,11.62,0.16,,,,17.34,,,,0,0.22,,,129.05,72.54,0.71,161.81,6.28,,,5.1,,0.3,,,68.28,,,79.29,,,0.43,,,171.89,,18.69,,83.57,,9.92,0.32,,,,47.57,79.47,,,4.79,0.59,,8.89,77.87
DTL,W1,198.7,182,-5.8,-4.7,2776,331,6.799634525,57.4,161.81,,82.97,,,,,,,171.89,124.75,11.26,,82.82,,5.44,-0.14,,,,12.01,,,,0,-0.02,,,137.73,60.66,0.64,180,,,,0,,0.26,,,56.63,,,80.91,,,0.29,,,165.93,,0,,84.62,,15.08,0.46,,,,26.71,84.74,,,10.44,0.62,,16.41,80.08
DTL,W1,154,134.1,10.1,3.6,2900,23,0.454405276,46.9,171.89,,73.49,,,,0.25,,,163.74,126.16,17.39,,79.43,,14.88,0.29,,,,23.25,,,,10.1,0.21,,,,55.94,0.6,180,15.64,,,10.51,,0.2,,,8.11,,,73.96,,,-0.04,,,163.74,,48.48,,73.59,,13.82,0.12,,,,36.3,71.03,,,0,0.75,,8.75,87.37
DTL,W1,208.6,195.7,1.8,2.4,3019,-264,-4.997584026,59.7,171.89,,,,,,,,,152.87,155.51,15.51,,86.64,,5.57,,,,,20.59,,,,0,,,,141.26,68.9,0.68,115.47,18.43,,,0,,0.2,,,,,,84.13,,,0.56,,,180,,14.38,,89.07,,0,0.38,,,,23.09,85.46,,,5.33,0.48,,18.32,79.1
DTL,I6,149.6,136.5,-11,-1,3765,-495,-7.489952685,47.5,160.05,,63.62,,,,,,,171.89,139.46,34.38,,63.69,,12.76,-0.06,,,,30.75,,,,14.58,-0.02,,,156.93,81.37,0.59,180,24.16,,,0,,0.21,,,79.63,,,72.31,,,0.12,,,180,,59.22,,69.62,,20.48,0.24,,,,45.2,68.21,,,0,0.72,,7.72,89.38
DTL,I7,120.5,109.8,-5.8,-1.3,4570,-239,-2.993704047,41.6,158.43,,55.27,,,,0.02,,,171.89,122.01,33.51,,58.69,,25.28,0.07,,,,31.97,,,,23.63,0.17,,,139.46,50.21,0.64,165.93,32.22,,,24.33,,0.2,,,63.26,,,58.82,,,0.18,,,165.93,,16.86,,56.41,,18.14,0.02,,,,59.74,56.56,,,4.41,0.32,,17.59,78.32
DTL,I9,125.3,118.5,0.1,3.3,6442,-734,-6.500235407,45.2,151.64,,57.67,,,,0.14,,,171.89,141.26,29.79,,61.28,,22.34,0.18,,,,36.21,,,,17.12,0.27,,,133.63,67.05,0.56,146.1,21.28,,,7.82,,0.27,,,30.68,,,66.98,,,0.28,,,171.89,,38.11,,75.24,,14.82,0.33,,,,40.57,75.3,,,5.64,0.59,,8.95,88.24
DTL,I7,154.6,143.2,-30.1,-7.6,3669,-581,-8.998285988,49,147.14,,60.97,,,,0.14,,,163.74,135.23,37.78,,69.11,,10.86,0.17,,,,27.87,,,,10.73,0.18,,,141.26,70.12,0.52,160.05,22.54,,,18.79,,0.15,,,0,,,66.96,,,-0.01,,,168.52,,78.47,,62.34,,29.52,0.01,,,,61.77,59.87,,,14.53,0.2,,31.61,67.17
DTL,W1,215.7,195,-4,-1,1604,98,3.496268902,61.2,171.89,,77.86,,,,0.1,,,160.05,139.46,26.34,,73.32,,14.19,0.21,,,,13.03,,,,6.57,0.33,,,155.51,99.21,0.56,180,14.38,,,17.86,,,,,,,,73.57,,,,,,180,,12.7,,71.32,,17.13,,,,,10.38,73.57,,,17.72,,,14.04,73.1
DTL,W1,222.5,201.1,0.4,-3.1,1732,336,10.97874669,63.3,165.93,,74.97,,,,-0.05,,,180,107.46,23.71,,75.31,,5.29,-0.05,,,,16.01,,,,5.16,0.02,,,140.35,73.14,0.65,168.52,11.78,,,7.18,,0.23,,,103.3,,,79.81,,,0.01,,,171.89,,26.32,,76.4,,5.01,0.24,,,,20.19,81.38,,,4.96,0.68,,6.94,87.87
DTL,W1,250.6,229.6,-2.7,4.2,1628,-529,-18.00097837,69.4,161.81,,77.59,,,,-0.12,,,180,145.08,14.69,,76.18,,9.94,-0.08,,,,19.2,,,,9.03,0,,,152.87,77.29,0.74,171.89,10.3,,,12.57,,0.32,,,71.34,,,79.96,,,0.18,,,180,,31.65,,80.48,,4.46,0.5,,,,21.38,86.38,,,0,1.07,,0,89.8
DTL,W1,170.9,154.3,31.2,3.8,3175,1237,21.28620164,51.2,171.89,,75.01,,,,0.1,,,180,101.54,26.57,,77.53,,12.41,0.12,,,,25.22,,,,14.39,0.17,,,,76.11,0.61,180,17.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTL,W1,220.8,204.8,-1,4.1,2586,-456,-10.00039598,61.8,160.05,,74.37,,,,-0.1,,,,115.47,20.32,,77.21,,11.8,-0.14,,,,24.14,,,,9.72,-0.04,,,128.32,53.13,0.68,156.93,8.97,,,12.81,,0.14,,,14.07,,,75.7,,,0.29,,,180,,0,,78.77,,6.41,0.24,,,,30.74,75.07,,,0,0.59,,6.41,82.77
DTL,W1,147.8,119.9,-30.7,-3.7,1031,-1969,-62.36272394,57.4,,,84.04,,,,,,,168.52,145.08,3.26,,82.87,,5,,,,,7.19,,,,0,,,,161.81,33.9,0.5,171.89,,,,4.4,,,,,84.84,,,85.89,,,,,,180,,13.29,,89.73,,14.94,,,,,19.72,88.76,,,0,,,9.87,88.28
DTL,W1,188.1,164.4,0.5,-2.8,1605,319,11.24126547,57.4,158.43,,68.69,,,,0.18,,,158.43,98.05,18.35,,81.12,,0,0.27,,,,9.03,,,,0,0.42,,,124.75,76.7,0.72,154.16,12.08,,,6.12,,0.5,,,76.11,,,82.96,,,0.53,,,163.74,,0,,84.21,,23.08,0.38,,,,52.49,76.21,,,10.43,0.5,,22.87,74.16
DTL,I7,135.5,125,16,1,4651,1333,15.99256898,45.8,165.93,,69.23,,,,,,,,160.05,11.82,,,,0,,,,,,,,,22.84,0.09,,,,94.01,0.33,180,42.6,,,16.14,,0.11,,,11.48,,,63.51,,,,,,,,,,,,,,,,,,,,,,,,,
DTL,W1,198.4,185.8,1.6,-1.2,3128,218,3.986673928,56,154.16,,82.97,,,,-0.13,,,160.05,132.07,17.28,,81.32,,10.29,-0.16,,,,15.49,,,,6.02,0.08,,,138.59,85.41,0.73,171.89,,,,0,,0.33,,,70.12,,,86.63,,,0.36,,,180,,0,,88.54,,36.57,0.25,,,,41.7,86.74,,,0,0.49,,12.71,85.44
DTL,W1,202.2,181,-1.4,3,1137,-349,-17.06376912,59.1,158.43,,71.58,,,,0.07,,,156.93,112.33,21.21,,77.16,,11.68,0.05,,,,16.53,,,,5.61,0.11,,,132.84,68.9,0.67,163.74,13.19,,,6.64,,0.21,,,91.15,,,79.58,,,0.27,,,171.89,,26.57,,82.42,,17.28,0.14,,,,47.37,77.39,,,5.81,0.59,,4.13,84.97
DTL,I5,178.6,164.5,-9.1,0,3552,-373,-5.994731135,53.7,156.93,,65.67,,,,-0.01,,,180,142.19,28.04,,67.89,,15.97,0.02,,,,25.59,,,,5.81,0.09,,,138.59,73.14,0.61,160.05,22.24,,,6.22,,0.18,,,8.11,,,67.78,,,0.08,,,180,,71.88,,69.67,,20.66,0.24,,,,47.02,73.99,,,0,0.59,,10.58,86.59
DTL,I5,179.1,163.4,2.6,-2,3317,348,5.989223677,53.9,148.21,,66.57,,,,,,,,,28.61,,67.28,,12.91,-0.06,,,,26.68,,,,9.82,0.01,,,120.66,70.12,0.64,146.1,20,,,9.68,,0.13,,,33.9,,,69.66,,,0.1,,,171.89,,61.87,,71.8,,17.78,0.18,,,,46.62,74.99,,,8.81,0.42,,18.64,79.63
DTL,I5,148.6,132.6,0,-0.8,3067,-80,-1.494171255,45.7,165.93,,71.59,,,,-0.03,,,158.43,129.05,25.36,,73.31,,20.18,0.04,,,,27.71,,,,10.36,0.01,,,147.14,60.66,0.69,171.89,22.24,,,6.22,,0.05,,,49.46,,,69.52,,,0.1,,,163.74,,25.97,,71.97,,15.98,0.02,,,,45,67.92,,,10.51,0.58,,12.47,80.08
DTL,I9,129,116.8,0,-0.4,3877,135,1.99427556,43.3,158.43,,65.77,,,,,,,,147.14,16.05,,,,4.76,,,,,,,,,4.32,,,,,,,165.93,,,,4.68,,0.39,,,136.89,,,,,,,,,168.52,,14.2,,,,4.72,0.42,,,,13.13,,,,0,0.25,,19.95,84.91
DTL,I7,126.7,114.7,-21.6,-5.6,5164,-1003,-10.99166146,45.1,156.93,,59.41,,,,0.14,,,171.89,147.14,26.75,,67.5,,16.67,0.19,,,,32.76,,,,10.59,0.2,,,135.23,66.42,0.56,160.05,21.32,,,9.46,,0.26,,,44.77,,,72.2,,,0.08,,,154.16,,29.84,,65.18,,10.99,0.08,,,,49.11,63.06,,,0,0.34,,3.81,89.94
DTL,W1,198.1,175.9,-5.7,-2.3,1712,119,3.976196651,58.7,155.51,,69.18,,,,0.12,,,168.52,137.73,18.35,,77.83,,6.09,0.12,,,,20.24,,,,0,0.15,,,141.26,73.14,0.71,156.93,13.4,,,0,,0.22,,,59.34,,,78.26,,,0.21,,,180,,14.32,,79.46,,29.13,0.16,,,,38.72,81.67,,,5.44,0.6,,3.35,84.36
DTL,W1,159.8,135.3,3.4,-0.1,1326,186,7.984866215,52.9,171.89,,76.6,,,,-0.03,,,,126.87,19.28,,76.5,,9.82,-0.04,,,,14.12,,,,11.54,0.04,,,132.07,68.28,0.6,171.89,11.74,,,6.18,,0.11,,,55.25,,,76.04,,,0.28,,,161.81,,62.35,,81.71,,7.37,0.42,,,,35.57,86.19,,,5.08,0.64,,11.76,81.47
DTL,I6,166.6,155.3,3.5,3.6,4590,-321,-4.000446362,52.3,171.89,,64.62,,,,0.11,,,171.89,158.43,32.04,,69.21,,15.6,0.12,,,,27.81,,,,16.83,0.13,,,,82.53,0.42,180,25,,,0,,0.19,,,0,,,77.77,,,0.07,,,180,,45,,73.62,,14.53,0.16,,,,43,71.92,,,5.48,0.58,,10.19,87.6
DTL,I9,124.1,113,3,1,4789,0,0,42.8,160.05,,60.02,,,,0.13,,,,145.08,36.22,,59.91,,15.11,0.27,,,,26.81,,,,14.19,,,,144.1,81.95,0.47,171.89,41.37,,,9.2,,0.39,,,119.34,,,61.86,,,,,,,,,,,,,,,,,,,,,,,,,
DTL,I7,137.4,129.5,-3,0.3,5879,-256,-2.493359304,47.8,151.64,,57.36,,,,0,,,,120.66,31.36,,60.13,,15.6,0.05,,,,27.93,,,,10.51,0.17,,,142.19,70.12,0.59,165.93,23.86,,,12.32,,0.22,,,23.07,,,62.06,,,0.11,,,171.89,,45,,61.48,,15.08,0.19,,,,53.45,70.13,,,5.5,0.59,,18.43,83.91
DTL,W1,171.8,151.7,-18.9,-8.9,1961,299,8.669302384,52.5,,,83.39,,,,,,,135.23,122.68,29.26,,79.81,,5.71,,,,,21.66,,,,6.61,-0.16,,,156.93,73.74,0.61,180,24.69,,,5.9,,0.3,,,68.28,,,83.94,,,0.48,,,168.52,,78.41,,85.12,,6.72,0.45,,,,60.72,82.44,,,12.87,0.84,,18.3,83.16
DTL,W1,172.4,148,2.9,-3.4,1466,592,21.98983749,55.6,168.52,,73.78,,,,-0.02,,,,125.45,24.11,,74.79,,14.43,-0.05,,,,21.25,,,,14.33,-0.11,,,132.07,63.26,0.61,171.89,20.2,,,5.34,,0.18,,,47.93,,,74.39,,,0.11,,,171.89,,45,,76.17,,15.6,0.27,,,,36.25,78.5,,,5.21,0.39,,17.54,75.24
DTL,I7,141,129.6,-15.9,-2.1,3973,-880,-12.48910064,46.1,158.43,,62.51,,,,,,,180,140.35,26.69,,65.84,,16.57,,,,,29.4,,,,9.66,0.01,,,155.51,90,0.65,180,22.27,,,10.6,,0.21,,,105.07,,,74.11,,,0.2,,,171.89,,8.62,,70.48,,23.41,0.13,,,,42.69,75.42,,,0,0.6,,0,89.86
DTL,W1,195.2,168.7,-4.9,3.4,1403,-624,-23.97764358,62.7,161.81,,70.39,,,,0.1,,,,148.21,28.05,,75.89,,10.43,0.17,,,,20.75,,,,10.18,0.32,,,138.59,67.05,0.61,168.52,14.86,,,20.91,,0.45,,,68.28,,,72.42,,,0.28,,,180,,31.14,,69.59,,15.86,0.41,,,,38.56,67.27,,,11.21,0.75,,17.13,77.39
DTL,I7,127.6,116.6,-2.5,1.2,4215,-405,-5.488439307,43.1,154.16,,61.99,,,,-0.06,,,180,139.46,26.44,,66.27,,17.72,-0.07,,,,29.68,,,,14.58,0.08,,,160.05,69.51,0.66,171.89,27.73,,,10.42,,0.25,,,61.31,,,72.34,,,0.34,,,171.89,,8.62,,75.09,,14.59,0.23,,,,46.92,74,,,4.78,0.6,,14.04,85.1
DTL,W1,187.2,170.8,-42.5,-8.9,2482,-551,-12.51658591,55.5,,,82.36,,,,,,,155.51,145.08,25.26,,78.84,,6.01,,,,,25.14,,,,6.48,0.01,,,150.46,81.95,0.57,180,16,,,12.71,,0.36,,,76.11,,,83.39,,,0.54,,,158.43,,54.09,,89.23,,25.21,0.51,,,,44.59,83.58,,,18.33,0.56,,22.05,80.77
DTL,I8,132.8,124.7,-11.3,-2.6,6167,-377,-3.498242467,46.4,156.93,,60.77,,,,-0.03,,,,124.06,34.3,,64.6,,10.37,0.02,,,,34.03,,,,16.59,0.05,,,,61.97,0.59,168.52,24.62,,,9.03,,0.12,,,32.86,,,65.01,,,0.19,,,171.89,,6.25,,67.42,,13.4,0.13,,,,53.24,70.89,,,0,0.55,,9.35,87.78
DTL,W1,214.6,197.6,2.5,7.8,1702,-867,-26.9943255,60.9,171.89,,76.46,,,,0.04,,,136.05,133.63,17.29,,79.43,,6.28,0.02,,,,,,,,0,0.15,,,,109.88,0.43,161.81,30.43,,,7.24,,0.48,,,8.11,,,81.99,,,,,,168.52,,0,,89.8,,0,,,,,13.11,88.31,,,0,1.03,,11.31,89.07
DTL,W1,183.8,167.7,-2,-2.2,3228,169,2.996949904,54.9,165.93,,76.8,,,,0.02,,,180,147.14,18.43,,82.41,,5.33,-0.04,,,,14.81,,,,5.33,0.11,,,151.64,70.12,0.74,168.52,9.55,,,11.62,,0.31,,,59.34,,,83.8,,,0.42,,,161.81,,0,,88.1,,21.6,0.33,,,,37.76,82.96,,,18.5,0.44,,16.33,82.66
DTL,W1,232.8,208.6,4.6,-1.7,1165,279,13.46782859,66.7,171.89,,78.66,,,,,,,180,155.51,23.2,,76.16,,4.77,-0.14,,,,21.26,,,,10.39,0.02,,,160.05,75.52,0.66,180,13.1,,,0,,0.22,,,0,,,77.82,,,-0.04,,,180,,,,76.83,,4.73,0.4,,,,23.94,86.06,,,0,0.79,,13.05,87.91
DTL,I4,167.6,151.8,-1.3,-1,3210,56,0.999451155,51.2,165.93,,63.59,,,,0.05,,,161.81,123.37,35.47,,66.08,,11.44,0.08,,,,31.12,,,,11.33,0.09,,,138.59,68.9,0.51,163.74,21.64,,,7.11,,0.15,,,145.08,,,68.22,,,0.15,,,168.52,,15.26,,70.06,,19.89,0.07,,,,58.37,65.14,,,5.11,0.33,,15.06,81.86
DTL,W1,230.1,213.5,15,3,2681,117,2.498827085,64,143.13,,66.17,,,,0.1,,,,90,21.22,,76.24,,5.02,0.24,,,,11.86,,,,5.37,0.32,,,135.23,80.79,0.72,160.05,5.54,,,0,,0.4,,,,,,80.76,,,0.48,,,171.89,,6.65,,82.48,,20.87,0.34,,,,47.06,77.81,,,0,0.61,,5.27,80.6
DTL,I7,125,111.2,-1.3,-0.2,3107,-108,-1.990812279,41.5,151.64,,61.23,,,,-0.02,,,180,147.14,28.89,,62.34,,4.27,0.06,,,,31.05,,,,10.74,0.17,,,148.21,74.34,0.57,180,22.47,,,12.19,,0.29,,,58.67,,,66.08,,,0.13,,,171.89,,53.01,,64.7,,19.11,0.28,,,,40.99,70.83,,,0,0.62,,10.72,85.67
DTL,W1,220.6,203,3,-2,2337,349,8.493597156,61.7,168.52,,69.82,,,,-0.01,,,,132.84,19.62,,71.48,,5.52,0.02,,,,17.53,,,,5.83,0.26,,,160.05,124.75,0.49,180,4.12,,,14.97,,0.37,,,0,,,78.6,,,0.34,,,180,,20.85,,78.77,,9.03,0.4,,,,16.08,75.63,,,0,0.72,,0,87.98
DTL,W1,214.4,197,6,1,1505,131,4.974669115,60.3,171.89,,70.82,,,,0.12,,,,110.49,20.95,,73.38,,7.14,0.15,,,,10.3,,,,5.96,0.19,,,155.51,37.81,0.57,180,12.38,,,6.94,,0.22,,,80.79,,,74.94,,,,,,,,,,,,,,,,,,,,,,,,,
DTL,W1,190.6,172,-1.9,4.4,1588,-641,-21.9815843,55.9,165.93,,82.76,,,,-0.14,,,158.43,115.47,18.69,,81.97,,10.87,0,,,,20.28,,,,9.3,-0.19,,,130.54,76.7,0.77,171.89,14.12,,,5.99,,0.3,,,55.25,,,85.14,,,0.25,,,168.52,,33.39,,88.66,,15.6,0.38,,,,32.89,85.1,,,6.04,0.46,,26.57,75.93
DTL,W1,191.1,177.9,-3.8,-0.5,2600,-22,-0.484798872,55.5,163.74,,,,,,,,,142.19,118.69,14.81,,84.49,,0,-0.18,,,,8.6,,,,5.29,-0.07,,,145.08,53.13,0.69,168.52,,,,0,,0.24,,,56.63,,,84.07,,,0.33,,,163.74,,45,,88.71,,16.1,0.1,,,,37.49,81.9,,,12.57,0.18,,22.24,77.63
DTL,W3,186.2,166,-2,1,2022,-230,-6.489431555,55.5,161.81,,72.96,,,,,,,180,154.16,22.71,,70.84,,4.68,,,,,22.22,,,,10.04,-0.1,,,152.87,78.46,0.68,180,19.19,,,5.99,,0.04,,,47.16,,,71.5,,,0.09,,,128.32,,39.71,,79.33,,11.56,0.31,,,,26.44,85.22,,,4.81,0.77,,7,87.6
DTL,W1,198.8,176,2,0,1694,0,0,58.4,165.93,,62.24,,,,0.14,,,180,138.59,20.71,,69.19,,20.02,0.14,,,,24.84,,,,17.99,0.27,,,150.46,95.16,0.65,180,24.62,,,20.13,,0.27,,,0,,,73.4,,,0.37,,,165.93,,18.74,,80.94,,0,0.46,,,,13.32,78.57,,,0,0.5,,7.57,89.44
DTL,W1,189.5,171.7,-0.7,-4.2,2168,438,11.42169924,55.2,145.08,,66.43,,,,0.08,,,163.74,123.37,22.27,,77.42,,15.37,0.14,,,,14.61,,,,5.07,0.3,,,120.66,83.68,0.71,148.21,17.56,,,11.21,,0.33,,,53.13,,,74.97,,,0.31,,,158.43,,56.73,,77.3,,18.4,0.2,,,,40.42,72.7,,,0,0.51,,8.75,77.42
DTL,I9,126.4,117,3,3,5645,-444,-4.497264957,44.3,160.05,,51.22,,,,0.24,,,165.93,146.1,35.7,,59.39,,20.77,0.26,,,,29.34,,,,20.23,,,,145.08,86.56,0.58,180,28.21,,,29.52,,,,,87.13,,,58.3,,,,,,161.81,,22.93,,67.54,,18.56,,,,,57.15,66.26,,,6.68,0.57,,22.44,89.16
DTL,W1,192.4,166.5,-6.7,-0.4,1087,-238,-12.35009058,59.7,156.93,,67.24,,,,0.11,,,171.89,122.68,29.54,,75.6,,10.51,0.05,,,,27.78,,,,11.04,0.12,,,129.05,65.17,0.66,155.51,17.63,,,13.12,,0.27,,,53.13,,,74.63,,,0.26,,,168.52,,10.15,,77.64,,18.77,0.22,,,,55.14,77.83,,,0,0.58,,0,89.52
DTL,W1,214,190,-6,3,1360,-634,-24.99382569,62.3,163.74,,72.66,,,,0.23,,,168.52,144.1,15.6,,73.61,,5.29,0.32,,,,31.92,,,,11.76,,,,155.51,83.68,0.61,180,10.72,,,0,,0.66,,,43.11,,,78.86,,,,,,180,,18.06,,84.22,,7.92,,,,,24.44,84.89,,,0,0.92,,4.45,89.49
DTL,I7,158.4,140.4,0,-3.4,3827,606,8.997995396,46.9,163.74,,69.67,,,,0.19,,,,123.37,31.3,,73.84,,11.12,0.17,,,,33.69,,,,24.74,0.22,,,136.05,68.28,0.54,171.89,25.14,,,14.5,,0.27,,,28.36,,,65.9,,,0.15,,,180,,64.65,,64.56,,27.16,0.14,,,,45,63.62,,,0,0.53,,12.05,81.69
DTL,W1,210.4,190.3,-3.1,2.5,1510,-334,-12.47254872,60.2,156.93,,75.92,,,,-0.01,,,168.52,130.54,21.22,,77.26,,5.38,-0.01,,,,11.51,,,,5.57,0.1,,,129.79,81.95,0.7,158.43,9.42,,,5.38,,0.25,,,74.34,,,79.82,,,0.15,,,171.89,,51.34,,81.14,,0,0.15,,,,41.14,80.18,,,5.69,0.52,,0,86.37
DTL,W1,190,170,-3.5,-5.9,1463,561,20.9797532,56.1,168.52,,82.26,,,,-0.13,,,146.1,132.84,22.41,,81.08,,10.66,0.02,,,,14.69,,,,0,0.35,,,134.43,58.67,0.61,168.52,13.82,,,12.46,,0.51,,,57.99,,,80.13,,,,,,171.89,,0,,84.83,,18.17,0.42,,,,42.44,79.02,,,16.86,0.47,,26.68,66.44
DTL,I7,127.7,121.5,-2.3,2.7,6773,-891,-7.494325837,46.4,160.05,,62.1,,,,,,,168.52,132.84,25.36,,64.52,,13.14,,,,,22.18,,,,9.86,-0.04,,,158.43,73.14,0.65,168.52,19.3,,,5.41,,0.05,,,59.34,,,66.78,,,0.05,,,180,,63.43,,68.12,,15.6,0.11,,,,38.12,70.57,,,4.74,0.62,,6.84,86.47
DTL,W1,235.2,216.7,17.5,2.5,2102,202,5.489208228,65.1,171.89,,74.11,,,,-0.13,,,168.52,161.81,26.57,,74.72,,15.93,-0.14,,,,30.91,,,,10.51,0.01,,,165.93,83.11,0.53,180,11.71,,,6.78,,0.11,,,0,,,74.08,,,0.04,,,171.89,,26.81,,83.51,,5.48,0.21,,,,25.3,87.13,,,0,0.55,,10.08,87.94
DTL,I5,187.3,171.4,-9.5,0.6,2850,-426,-8.501271234,54.9,158.43,,65.2,,,,0.04,,,171.89,141.26,26.57,,65.7,,10.04,0.02,,,,22.2,,,,12.37,0.13,,,145.08,68.28,0.55,163.74,23.8,,,20.48,,0.21,,,28.36,,,66.38,,,0.15,,,180,,10.62,,67.58,,18.79,0.27,,,,49.7,76.27,,,5.04,0.64,,8.19,85.19
DTL,I7,125.4,112.9,-3.6,-3.2,5055,264,2.989585776,44,145.08,,65.44,,,,0.07,,,160.05,137.73,39.41,,65.76,,18.43,0.1,,,,36.95,,,,18.38,0.2,,,130.54,57.32,0.54,148.21,27.74,,,9.32,,0.24,,,61.97,,,61.48,,,0.17,,,171.89,,40.6,,62.24,,4.84,0.26,,,,28.36,60.9,,,5.12,0.26,,34.43,63.04
